,name,year,price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand
3015,Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086.0,68.0,5.0,Hyundai
3016,Hyundai i20 Asta,2009,210000,89322,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,Hyundai
3017,Chevrolet Beat Diesel LT,2013,175000,76000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.0,5.0,Chevrolet
3018,Maruti Alto LXi,2012,180000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.0,5.0,Maruti
3019,Maruti Alto LX BSIII,2007,118000,110000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.0,5.0,Maruti
3020,Hyundai Verna CRDi,2007,170000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai
3021,Maruti Zen Estilo 1.1 LX BSIII,2009,120000,110000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti
3022,Maruti Alto LXi,2009,170000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.0,5.0,Maruti
3023,Maruti Swift ZDI Plus,2018,700000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
3024,Mahindra Bolero 2011-2019 SLE BSIII,2014,500000,48300,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.0,7.0,Mahindra
3025,Maruti Wagon R AX Minor,2007,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9,1061.0,67.0,5.0,Maruti
3026,Honda City 2017-2020 EXi,2008,105000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda
3027,Maruti Swift Dzire LDI,2016,425000,120000,Diesel,Individual,Manual,Third Owner,26.59,1248.0,74.0,5.0,Maruti
3028,Hyundai i20 2015-2017 Sportz 1.2,2017,625000,23511,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
3029,Hyundai i20 1.2 Spotz,2017,640000,22512,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
3030,Hyundai i10 Magna 1.2 iTech SE,2010,180000,120000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
3031,Maruti Ritz VDi,2009,155000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.0,5.0,Maruti
3032,Maruti Wagon R LX Minor,2007,85000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,Maruti
3033,Hyundai i10 Magna 1.2 iTech SE,2011,250000,70000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
3034,Hyundai Verna 1.6 VTVT AT SX,2017,1000000,15000,Petrol,Individual,Automatic,First Owner,17.01,1591.0,121.0,5.0,Hyundai
3035,Datsun GO A EPS,2016,350000,16500,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,Datsun
3036,Maruti Swift Dzire ZDI,2018,740000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
3037,Datsun RediGO 1.0 S,2018,300000,19000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun
3038,Volkswagen Ameo 1.5 TDI Comfortline,2017,550000,50000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.0,5.0,Volkswagen
3039,Mahindra Bolero 2011-2019 SLX,2017,710000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
3040,Mahindra Bolero 2011-2019 SLX,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
3041,Mahindra Bolero 2011-2019 SLE BSIII,2016,550000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
3042,Hyundai i10 Sportz 1.1L LPG,2015,375000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.0,5.0,Hyundai
3043,Tata Safari DICOR 2.2 EX 4x2,2015,600000,60000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata
3044,Maruti Swift VDI,2013,380000,76000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
3045,Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.0,5.0,Maruti
3046,Maruti 800 DX,1998,45000,80000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,Maruti
3047,Toyota Innova 2.5 G4 Diesel 8-seater,2010,450000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota
3048,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,475000,128000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,63.0,9.0,Mahindra
3049,Renault Triber RXZ BSIV,2019,650000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,Renault
3050,Maruti Wagon R LXI LPG BSIV,2011,200000,70000,LPG,Individual,Manual,First Owner,26.2,998.0,58.0,5.0,Maruti
3051,Maruti Swift VDI,2013,350000,85000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
3052,Maruti Vitara Brezza ZDi AMT,2018,911999,25000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.0,5.0,Maruti
3053,Maruti Swift Dzire VXI 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.0,5.0,Maruti
3054,Maruti Swift Dzire VXi,2012,350000,30000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.0,5.0,Maruti
3055,Maruti Omni E MPI STD BS IV,2016,190000,80000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.0,8.0,Maruti
3056,Hyundai Verna CRDi 1.6 SX Option,2019,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582.0,126.0,5.0,Hyundai
3057,Mahindra Bolero 2011-2019 EX NON AC,2013,305000,160000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
3058,Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.0,5.0,Hyundai
3059,Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,120000,Diesel,Individual,Manual,Second Owner,15.0,1896.0,105.0,5.0,Volkswagen
3060,Hyundai Santro Xing GLS,2010,180000,55000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.0,5.0,Hyundai
3061,Tata New Safari Dicor GX 4X2 BS IV,2008,200000,110000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata
3062,Toyota Etios GD,2011,375000,80000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,Toyota
3063,Honda Brio E MT,2012,229999,110000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.0,5.0,Honda
3064,Maruti Wagon R VXI,2006,135000,62900,Petrol,Individual,Manual,First Owner,18.9,998.0,67.0,5.0,Maruti
3065,Volkswagen Jetta 2.0L TDI Highline,2011,425000,120000,Diesel,Individual,Manual,Second Owner,19.33,1968.0,138.0,5.0,Volkswagen
3066,Mahindra XUV500 W10 2WD,2016,1350000,70000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
3067,Ford Endeavour 4x2 XLT Limited Edition,2009,480000,70000,Diesel,Individual,Manual,Third Owner,10.9,2499.0,143.0,7.0,Ford
3068,Maruti Swift Dzire LDI,2017,455000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
3069,Maruti Wagon R VXI Optional,2015,320000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
3070,Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
3071,Maruti Vitara Brezza ZDi Plus,2017,830000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
3072,Hyundai Grand i10 Sportz,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
3073,Honda City i VTEC CVT VX,2017,1100000,26000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.0,5.0,Honda
3074,Tata Zest Quadrajet 1.3 XM,2016,325000,50000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.0,5.0,Tata
3075,Hyundai EON Magna Plus,2014,215000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.0,5.0,Hyundai
3076,Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.0,5.0,Maruti
3077,Maruti Celerio VXI AT,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23.1,998.0,67.0,5.0,Maruti
3078,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
3079,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.0,5.0,Lexus
3080,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
3081,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.0,7.0,Tata
3082,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
3083,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.0,5.0,Toyota
3084,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.0,5.0,Maruti
3085,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
3086,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.0,5.0,Honda
3087,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.0,7.0,Toyota
3088,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
3089,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.0,5.0,Toyota
3090,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
3091,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
3092,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
3093,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
3094,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,5.0,Honda
3095,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.0,5.0,Skoda
3096,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
3097,Hyundai Santro GLS I - Euro I,1999,60000,140000,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,Hyundai
3098,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,725000,45000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,5.0,Ford
3099,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.0,5.0,Maruti
3100,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
3101,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
3102,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.0,5.0,Toyota
3103,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
3104,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
3105,Honda Brio 1.2 VX MT,2014,325000,52442,Petrol,Trustmark Dealer,Manual,Second Owner,18.5,1198.0,86.0,5.0,Honda
3106,Hyundai i10 Magna,2013,229999,39000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
3107,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,42000,Petrol,Dealer,Automatic,First Owner,11.74,1796.0,186.0,5.0,Mercedes-Benz
3108,Volkswagen Polo 1.2 MPI Highline,2015,449000,34156,Petrol,Dealer,Manual,First Owner,16.47,1198.0,74.0,5.0,Volkswagen
3109,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.0,5.0,Hyundai
3110,Audi A4 35 TDI Premium Plus,2015,1750000,37000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.0,5.0,Audi
3111,Toyota Innova Crysta 2.8 GX AT BSIV,2017,1390000,98000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.0,7.0,Toyota
3112,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,15.8,1591.0,121.0,5.0,Hyundai
3113,Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Trustmark Dealer,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
3114,Hyundai Creta 1.6 CRDi SX,2016,950000,38600,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.0,5.0,Hyundai
3115,Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.0,5.0,Maruti
3116,Hyundai Creta 1.6 CRDi SX,2017,975000,48698,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.0,5.0,Hyundai
3117,Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,20.52,1197.0,81.0,5.0,Maruti
3118,Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
3119,Maruti Swift Vdi BSIII,2010,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,Maruti
3120,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,550000,260000,Diesel,Individual,Manual,Fourth & Above Owner,12.05,2179.0,120.0,8.0,Mahindra
3121,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.0,5.0,Renault
3122,Volkswagen Polo Diesel Highline 1.2L,2011,330000,120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.0,5.0,Volkswagen
3123,Hyundai EON Era Plus,2014,220000,80000,Petrol,Individual,Manual,Third Owner,21.1,814.0,55.0,5.0,Hyundai
3124,Maruti Ritz ZXi,2013,415000,60000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.0,5.0,Maruti
3125,Maruti Alto LX BSIII,2007,150000,75000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.0,5.0,Maruti
3126,Hyundai Getz GLS,2005,150000,89000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,Hyundai
3127,Hyundai Verna CRDi ABS,2007,240000,110000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,Hyundai
3128,Maruti Alto LX BSIII,2009,170000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.0,5.0,Maruti
3129,Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.0,5.0,Maruti
3130,Nissan Micra Fashion Edition XL CVT,2017,500000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,Nissan
3131,Mahindra Xylo D2,2011,180000,120000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,Mahindra
3132,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra
3133,Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.0,5.0,Maruti
3134,Hyundai Accent GLE,2009,120000,70000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,Hyundai
3135,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,765000,100000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.0,5.0,Maruti
3136,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,919999,90150,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
3137,Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.0,5.0,Toyota
3138,Tata Zest Quadrajet 1.3 75PS XM,2016,320000,120000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
3139,Honda Amaze S i-Dtech,2015,455000,90000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.0,5.0,Honda
3140,Datsun GO T Option BSIV,2015,350000,50000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,Datsun
3141,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
3142,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,Tata
3143,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
3144,Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Individual,Manual,Second Owner,15.2,1193.0,65.0,5.0,Tata
3145,Hyundai i10 Sportz,2014,300000,30000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.0,5.0,Hyundai
3146,Honda City i DTEC E,2015,500000,100000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.0,5.0,Honda
3147,Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.0,5.0,Maruti
3148,Hyundai EON Magna Plus,2014,250000,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.0,5.0,Hyundai
3149,Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.0,5.0,Tata
3150,Hyundai i10 Sportz,2013,280000,35000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.0,5.0,Hyundai
3151,Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.0,7.0,Maruti
3152,Maruti Swift VXI,2013,400000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.0,5.0,Maruti
3153,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.0,5.0,Tata
3154,Mahindra Bolero LX,2006,210000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,Mahindra
3155,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,Ford
3156,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.0,7.0,Mahindra
3157,Tata Indica Vista Quadrajet VX,2012,175000,60000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,Tata
3158,Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
3159,Mahindra XUV500 W8 2WD,2013,750000,80000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
3160,Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Dealer,Manual,First Owner,21.19,1396.0,88.0,5.0,Hyundai
3161,BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,190.0,5.0,BMW
3162,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Dealer,Manual,First Owner,25.1,1248.0,88.0,5.0,Maruti
3163,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
3164,Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,7.0,Mahindra
3165,Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498.0,98.0,5.0,Ford
3166,Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Dealer,Manual,First Owner,27.4,1498.0,98.0,5.0,Honda
3167,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,5.0,Tata
3168,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota
3169,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956.0,83.0,9.0,Tata
3170,Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,7.0,Mahindra
3171,Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Dealer,Manual,First Owner,13.93,2956.0,138.0,7.0,Tata
3172,Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Dealer,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra
3173,Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Dealer,Manual,Second Owner,19.3,1248.0,82.0,5.0,Maruti
3174,Maruti Wagon R VXI,2010,200000,35000,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.0,5.0,Maruti
3175,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,Manual,First Owner,19.1,1197.0,85.0,5.0,Maruti
3176,Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.0,5.0,Hyundai
3177,Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Dealer,Manual,First Owner,21.38,1396.0,88.0,5.0,Hyundai
3178,Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.0,5.0,Ford
3179,Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Dealer,Manual,First Owner,16.1,1197.0,85.0,5.0,Maruti
3180,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.0,5.0,Tata
3181,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.0,5.0,Tata
3182,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
3183,Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.0,5.0,Ford
3184,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,16.0,2179.0,138.0,7.0,Mahindra
3185,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.0,5.0,Hyundai
3186,Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
3187,Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.0,5.0,Hyundai
3188,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.0,5.0,Honda
3189,Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata
3190,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.0,5.0,Maruti
3191,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.0,5.0,Maruti
3192,Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.0,5.0,Maruti
3193,Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Individual,Manual,First Owner,20.37,1461.0,108.0,5.0,Renault
3194,Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Dealer,Manual,First Owner,19.3,1248.0,82.0,5.0,Ford
3195,Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0,Ford
3196,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.0,5.0,Hyundai
3197,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata
3198,Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
3199,Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.0,5.0,Chevrolet
3200,Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Individual,Manual,First Owner,26.6,998.0,58.0,5.0,Maruti
3201,Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.0,7.0,Maruti
3202,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford
3203,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,Toyota
3204,Datsun GO T BSIV,2014,225000,33000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,Datsun
3205,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.0,5.0,Hyundai
3206,Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
3207,Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
3208,Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,Skoda
3209,Tata Hexa XE,2017,850000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.0,7.0,Tata
3210,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,5.0,Tata
